#,اسم الوظيفة
109,مدير إدارة التطوير التقني لمسار الخدمات الأساسية
110,أخصائي دعم ومساندة
111,رئيس قسم تحليل النظم والدعم والمساندة
112,رئيس قسم الإعلام
113,اخصائي منتجات مساعد
114,أخصائي أول منتجات
115,مدير إدارة منتجات مسار التواصل
116,مدير إدارة منتجات مسار المدن الذكية
117,مدير إدارة منتجات مسار الخدمات الحكومية
118,اخصائي تخطيط مساعد
119,أخصائي تصميم خدمات الحوسبة السحابية
120,مدير إدارة تصميم خدمات الحوسبه السحابيه
121,أخصائي أول تصميم خدمات الحوسبة السحابية
122,مسؤول تصميم خدمات الحوسبة السحابية
123,أخصائي تشغيل التخزين والنسخ الإحتياطي للحوسبة السحابية
124,أخصائي تشغيل البنية التحتية للحوسبة السحابية
125,مسؤول تشغيل التخزين والنسخ الإحتياطي للحوسبة السحابية
126,أخصائي أول تشغيل التخزين والنسخ الإحتياطي للحوسبة السحابية
127,مدير إدارة تشغيل التخزين والنسخ الاحتياطي للحوسبة السحابية
128,مهندس أول أمن المعلومات
129,مدير إدارة الشبكة
130,اخصائي امن شبكات
131,مدير إدارة المنتجات التحليلية
132,مدير منتج
133,مراقب مالي مساعد
134,رئيس قسم تحليل الأعمال
135,رئيس قسم ضبط الجودة
136,مسؤول ضبط الجودة
137,أخصائي ضبط الجودة
138,أخصائي أول ضبط الجودة
139,مستشار امن المعلومات
140,مصمم أول جرافيكي
141,مدير مكتب مستشاري معالي رئيس الهيئة
142,مدير الإدارة العامة لتطوير تطبيقات النماذج التوليدية
143,أخصائي أول حوكمة المعمارية المؤسسية
144,اخصائي حوكمة الهيكلة المؤسسية
145,اخصائي حوكمة المعمارية المؤسسية مساعد
146,خبير معمارية مؤسسية
147,مدير إدارة حوكمة المعمارية المؤسسية
148,اخصائي أدوات الهيكلة المؤسسية
149,مدير إدارة معمارية أنظمة المعلومات
150,اخصائي هيكلة انظمة المعلومات
151,اخصائي أول هيكلة انظمة المعلومات
152,أخصائي أول الهيكلة المؤسسية
153,أخصائي أول معمارية البنية التقنية والأمن
154,أخصائي أول هيكلة البنية التقنية والأمن
155,أخصائي معمارية البنية التقنية والأمن
156,خبير إدارة وتخطيط هيكلة الاعمال
157,مدير إدارة معمارية البنية التقنية والأمن
158,أخصائي عمليات تخزين ونسخ احتياطي أول
159,أخصائي الأنظمة والشبكات الآمنة
160,أخصائي تخطيط ومعمارية الأعمال
161,مدير ادارة تخطيط الهيكلة المؤسسية
162,اخصائي تخطيط وهيكلة الأعمال
163,مدير إدارة الاستمرارية و الخدمات التقنية
164,مدير إدارة الجودة
165,مسؤول إجراءات تشغيل الخدمات
166,رئيس قسم إجراءات تشغيل الخدمات
167,اخصائي إجراءات تشغيل الخدمات
168,اخصائي أول إجراءات نقل الخدمات
169,اخصائي إجراءات نقل الخدمات
170,مسؤول إجراءات نقل الخدمات
171,رئيس قسم إجراءات نقل الخدمات
172,مساعد مدير مركز للأمن السيبراني
173,خبير حماية وخصوصية البيانات
174,نائب مساعد مدير المركز للأمن السيبراني
175,خبير أمن سيبراني
176,مدير الإدارة العامة للأنظمة
177,أخصائي تخطيط وهيكلة الأعمال مساعد
178,مدير الإدارة العامة للمعمارية المؤسسية
179,أخصائي هيكلة البنية التقنية والأمن مساعد
180,نائب مساعد مدير المركز للمنصات الوطنية
181,مساعد مدير المركز للتقنيات الرقمية
182,مساعد مدير المركز للحوسبة السحابية
183,مساعد مدير مركز المعلومات الوطني للمنصات الوطنية
184,أخصائي توثيق برمجيات مساعد
185,اخصائي اختبار البرمجيات
186,مساعد مدير مركز المعلومات الوطني لبنك البيانات
187,مساعد مدير مركز المعلومات الوطني للتعرف المتقدم والهوية
188,مساعد مدير مركز المعلومات الوطني لشؤون وزارة الداخلية
189,خبير استشارات اعمال
190,مدير مركز المعلومات الوطني
191,NIC Chief of Staff
192,نائب مساعد مدير المركز للحوسبة السحابية
193,مدير الإدارة العامة للجودة الشاملة
194,مدير الإدارة العامة لأستراتيجية وهيكلية الأمن السيبراني
195,مدير الإدارة العامة للحوكمة والالتزام والمخاطر
196,مدير الإدارة العامة للبيانات والصلاحيات
197,مدير الإدارة العامة لمركز عمليات الأمن السيبراني
198,مدير الإدارة العامة لإدارة حسابات العملاء
199,أخصائي حسابات العملاء
200,مسؤول دعم العملاء
201,مدير الإدارة العامة لدعم العملاء
202,أخصائي أول دعم العملاء
203,مدير الإدارة العامة للشبكات والاتصالات
204,نائب مساعد مدير المركز للتقنيات الرقمية
205,مدير برامج السحابة الخاصة
206,مدير الإدارة العامة لتشغيل التطبيقات وقواعد البيانات
207,مدير الإدارة العامة للصلاحيات وحماية الأنظمة
208,مدير الإدارة العامة لمراكز البيانات والطاقة
209,مدير الإدارة العامة للخدمات الرقمية
210,مدير الإدارة العامة للتخطيط وتميز الأعمال
211,مدير الإدارة العامة لحلول المنصات
212,مدير الإدارة العامة لحلول البيانات
213,مدير الإدارة العامة لجودة وحوكمة البيانات
214,مدير الإدارة العامة لتميز الحوسبة السحابية
215,مدير الإدارة العامة لهندسة وتصميم الحوسبة السحابية
216,مدير الإدارة العامه لتشغيل الحوسبة السحابية
217,خبير الهوية والصلاحية للحوسبة السحابية
218,مدير الإدارة العامة لأمن الحوسبة السحابية
219,مدير الإدارة العامة لتمكين الحوسبة السحابية
220,أخصائي تخطيط استراتيجي واستجابة سريعة
221,مدير الإدارة العامة للأعمال
222,مدير مشروع اول
223,مدير الإدارة العامة لتمكين التقنية
224,مدير الإدارة العامة للعمليات الداخلية
225,مدير إدارة متابعة المهام
226,مسؤول المتابعة و المهام
227,مدير الإدارة العامة للتطوير
228,مدير الإدارة العامة للبرمجيات الرئيسية
229,مدير الإدارة العامة لتشغيل المنصات الوطنية
230,مدير الإدارة العامة للجودة وإدارة الخدمة
231,مدير الإدارة العامة لبيانات قطاعات وزارة الداخلية
232,مدير الإدارة العامة للوثائق التعريفية
233,مدير الإدارة العامة للمواقع والفروع
234,أخصائي شؤون إدارية
235,أخصائي حسابات عملاء
236,خبير أول حسابات عملاء
237,نائب مساعد مدير المركز لشؤون وزارة الداخلية
238,أخصائي أول حلول برمجيات
239,مدير الإدارة العامة للبرامج
240,مدير الإدارة العامة لمنصة أبشر
241,مدير الإدارة العامة للتخطيط والأداء
242,أخصائي شراكات منظومة توكلنا
243,مدير الإدارة العامة للتطوير التقني
244,مدير إدارة التطوير التقني لمسار الخدمات الحكومية
245,مدير الإدارة العامة لضبط الجودة
246,مدير الإدارة العامة للتشغيل ودعم الأعمال
247,مسؤول الاتصالات الإدارية
248,أخصائي الاتصالات الإدارية
249,مسؤول المتابعة التنفيذية
250,مسؤول مراجعة فنية
251,مدير الإدارة العامة للمساندة الفنية و الإدارية
252,أخصائي أول حسابات عملاء
253,مستشار ومشرف على إدارة حسابات عملاء وزارة الداخلية قطاع السجون والمخدرات
254,أخصائي أول خدمة عملاء وزارة الداخلية
255,مستشار ومشرف على إدارة حسابات عملاء وزارة الداخلية قطاع ديوان الوزارة والمباحث
256,مسؤول حسابات عملاء
257,مدير إدارة حسابات عملاء وزارة الداخلية - قطاع الجوازات
258,مدير إدارة حسابات عملاء وزارة الداخلية-قطاع الأمن العام
259,مدير إدارة حسابات عملاء وزارة الداخلية -قطاع الأحوال المدنية
260,خبير حسابات عملاء
261,مدير إدارة حسابات عملاء وزارة الداخلية - قطاع امارات المناطق
262,فني إصلاح وصيانة
263,أخصائي صيانة أجهزة المواقع 
264,مدير قسم صيانة أجهزة المواقع
265,مدير قسم نشر التطبيقات
266,أخصائي نشر التطبيقات
267,أخصائي أول نشر التطبيقات
268,أخصائي نشر التطبيقات مساعد
269,مستشار ومشرف على إدارة حسابات عملاء وزارة الداخلية رئاسة أمن الدولة
270,مدير إدارة إجراءات العمل التشغيلية
271,مسؤول تشغيل وصيانة
272,فني دعم
273,مدير قسم خدمات المواقع
274,أخصائي أول خدمات المواقع
275,مسؤول علاقات حكومية
276,أخصائي أول علاقات حكومية
277,مدير إدارة العلاقات الحكومية
278,رئيس قسم إجراءات استراتيجية الخدمات
279,أخصائي التخطيط في التعرف المتقدم والهوية الرقمية
280,مدير إدارة التخطيط
281,أخصائي أول استراتيجية الأمن السيبراني
282,مدير إدارة استراتيجية الأمن السيبراني
283,أخصائي استراتيجية الأمن السيبراني
284,خبير استراتيجية الأمن السيبراني
285,مدير إدارة هيكلية الأمن السيبراني
286,أخصائي هيكلية الأمن السيبراني
287,أخصائي أول هيكلية الأمن السيبراني
288,خبير هيكلية الأمن السيبراني
289,مسؤول هيكلية الأمن السيبراني
290,أخصائي الحوكمة والالتزام
291,أخصائي أول الحوكمة والالتزام
292,مسؤول الحوكمة والالتزام
293,خبير الحوكمة والالتزام
294,مدير إدارة الحوكمة والالتزام
295,خبير المخاطر
296,مدير إدارة المخاطر
297,أخصائي المخاطر
298,أخصائي أول المخاطر
299,مسؤول المخاطر
300,أخصائي أول حماية وخصوصية البيانات
301,مسؤول حماية وخصوصية البيانات
302,أخصائي حماية وخصوصية البيانات
303,مدير ادارة حماية وخصوصية البيانات
304,أخصائي حوكمة الصلاحيات والوصول
305,خبير حوكمة الصلاحيات والوصول
306,مدير إدارة حوكمة الصلاحيات والوصول
307,أخصائي أول حوكمة الصلاحيات والوصول
308,أخصائي المراقبة والاستجابة
309,مسؤول المراقبة والاستجابة
310,أخصائي أول المراقبة والاستجابة
311,محلل مراقبة واستجابة أمنية
312,قائد فريق المراقبة والاستجابة
313,مدير إدارة المراقبة والاستجابة
314,أخصائي أول الأنظمة التقنية الأمنية
315,أخصائي الأنظمة التقنية الأمنية
316,مسؤول الأنظمة التقنية الأمنية
317,خبير الأنظمة التقنية الأمنية
318,مدير إدارة الأنظمة التقنية الأمنية
319,مسؤول المعلومات الاستباقية
320,خبير المعلومات الاستباقية
321,أخصائي المعلومات الاستباقية
322,مدير إدارة المعلومات الاستباقية
323,أخصائي أول المعلومات الاستباقية
324,أخصائي أول التحقيق الجنائي الرقمي
325,مسؤول التحقيق الجنائي الرقمي
326,مدير إدارة التحقيق الجنائي الرقمي
327,أخصائي التحقيق الجنائي الرقمي
328,أخصائي مراقبة أعمال أول
329,مدير إدارة تخطيط الأعمال
330,مدير مشروع مساعد
331,مدير إدارة تنفيذ الأعمال
332,مهندس تصميم الأنظمة والتطبيقات مساعد
333,مهندس أول تصميم الأنظمة والتطبيقات
334,مدير إدارة هيكلة وتصميم المنصات
335,مهندس تصميم الأنظمة والتطبيقات
336,مهندس تصميم بيانات 
337,مهندس أول تصميم بيانات
338,مدير إدارة هندسة خدمات البيانات
339,مهندس تصميم بيانات مساعد
340,مهندس أول جودة بيانات
341,مهندس جودة بيانات
342,مهندس جودة بيانات مساعد
343,مدير إدارة هندسة منظومة البيانات
344,مهندس بيانات مبتدئ
345,مهندس أول بيانات
346,مهندس ضمان الجودة مساعد
347,مدير إدارة ضمان الجودة
348,مهندس أول ضمان الجودة
349,مهندس ضمان الجودة
350,أخصائي أول حوكمة بيانات
351,مسؤول حوكمة بيانات
352,مدير إدارة أبحاث وبيانات تجربة العملاء
353,أخصائي أبحاث وبيانات تجربة العملاء
354,مدير إدارة متابعة وإدارة تجربة العملاء
355,أخصائي تجربة العملاء
356,أخصائي تخطيط ومتابعة حسابات العملاء
357,مدير إدارة تخطيط ومتابعة حسابات العملاء
358,أخصائي أول تخطيط ومتابعة حسابات العملاء
359,مسؤول تخطيط ومتابعة حسابات العملاء
360,مدير إدارة قطاع الجهات الخاصة
361,أخصائي أول حسابات العملاء
362,مدير إدارة قطاع التقنية والنقل
363,أخصائي دعم العملاء
364,مدير إدارة تخطيط ومتابعة دعم العملاء
365,مدير إدارة مركز التواصل
366,أخصائي أول عمليات مركز التواصل
367,مسؤول المركز الرقمي
368,مسؤول عمليات مركز التواصل
369,أخصائي عمليات مركز التواصل
370,مهندس شبكات
371,مهندس شبكات مساعد
372,(NIC) مدير إدارة الشبكات
373,قائد فريق شبكات
374,مهندس أول شبكات
375,خبير شبكات
376,مهندس أول خطوط الاتصالات
377,مهندس خطوط الاتصالات
378,قائد فريق خطوط الاتصالات
379,مدير إدارة الإتصالات
380,مهندس خطوط الاتصالات مساعد
381,مهندس أنظمة
382,مهندس أنظمة مساعد
383,فني شبكات
384,مهندس انظمة اول
385,قائد فريق أداء الأنظمة والتقارير
386,مهندس أول أنظمة
387,خبير تخزين والنسخ الاحتياطي
388,مهندس تخزين والنسخ الاحتياطي مساعد
389,مهندس أول تخزين والنسخ الاحتياطي
390,مستشار ومشرف على إدارة التخزين والنسخ الاحتياطي
391,مهندس تخزين والنسخ الاحتياطي 
392,مهندس أول الأنظمة الموزعة
393,مهندس الأنظمة الموزعة مساعد
394,خبير أنظمة الموزعة
395,مهندس الأنظمة الموزعة
396,مهندس الأنظمة المركزية
397,مدير إدارة الانظمة الموزعة
398,مهندس الأنظمة المركزية مساعد
399,مدير إدارة الأنظمة المركزية
400,مهندس أول أنظمة المركزية
401,مهندس أول الأنظمة المركزية
402,مهندس قواعد بيانات الأنظمة المركزية
403,خبير قواعد بيانات الأنظمة المركزية
404,مهندس قواعد بيانات الأنظمة المركزية مساعد
405,مهندس أول قواعد بيانات الأنظمة المركزية
406,مدير إدارة قواعد بيانات الأنظمة المركزية
407,مدير إدارة قواعد بيانات الأنظمة الموزعة
408,مهندس أول قواعد بيانات الأنظمة الموزعة
409,خبير قواعد بيانات الأنظمة الموزعة
410,مهندس قواعد بيانات الأنظمة الموزعة مساعد
411,مهندس قواعد بيانات الأنظمة الموزعة
412,قائد فريق قواعد بيانات الأنظمة الموزعة
413,مهندس أول تشغيل التطبيقات
414,مهندس تشغيل التطبيقات مساعد
415,مدير إدارة تشغيل التطبيقات
416,قائد فريق تشغيل التطبيقات
417,مهندس تشغيل التطبيقات
418,مهندس تشغيل تطبيقات
419,مهندس البيانات الكبيرة
420,مهندس قواعد بيانات مساعد
421,مهندس البيانات الكبيرة مساعد
422,خبير البيانات الكبيرة
423,مهندس أول البيانات الكبيرة
424,قائد فريق البيانات الكبيرة
425,مستشار لمساعد مدير المركز للتقنيات الرقمية والمشرف على إدارة البيانات الكبيرة
426,مهندس صلاحيات الأنظمة
427,مهندس اول صلاحيات الأنظمة
428,مهندس صلاحيات الأنظمة مساعد
429,قائد فريق صلاحيات الأنظمة
430,خبير صلاحيات الأنظمة
431,مدير إدارة صلاحيات الأنظمة
432,مهندس حماية البنية التحتية والتطبيقات مساعد
433,خبير حماية البنية التحتية والتطبيقات
434,مهندس اول حماية البنية التحتية والتطبيقات
435,مهندس أمن تطبيقات أول
436,مهندس حماية البنية التحتية والتطبيقات
437,مدير ادارة حماية البنية التحتية والتطبيقات
438,مهندس طاقة
439,مهندس أول طاقة
440,مدير إدارة الطاقة
441,مهندس طاقة مساعد
442,فني طاقة
443,مهندس طاقة مبتدئ
444,مهندس مراكز البيانات
445,مهندس مراكز البيانات مساعد
446,خبير مراكز البيانات
447,فني مراكز بيانات مساعد
448,مستشار لمساعد مدير المركز للمنصات الوطنية والمشرف على إدارة مراكز البيانات
449,مهندس اول مراكز البيانات
450,منسق مراكز بيانات
451,فني مراكز بيانات
452,مهندس مركز البيانات
453,مهندس مراكز بيانات أول
454,مدير إدارة الحسابات التقنية
455,مدير أول الحسابات التقنية
456,مدير الحسابات التقنية
457,قائد فريق الحسابات التقنية
458,مدير الحسابات التقنية مساعد
459,خبير تصميم وحوكمة البنية التحتية
460,مدير إدارة تصميم وحوكمة البنية التحتية
461,مهندس تصميم وحوكمة البنية التحتية مساعد
462,مهندس أول تصميم وحوكمة البنية التحتية
463,اخصائي تصميم وحوكمة البنية التحتية أول
464,مهندس أداء الأنظمة والتقارير مساعد
465,مدير إدارة أداء الأنظمة والتقارير
466,مهندس أول أداء الأنظمة والتقارير
467,مهندس أداء الأنظمة والتقارير
468,مهندس مساعد أداء الأنظمة والتقارير
469,مدير إدارة توليد الطلب
470,محلل أعمال أول
471,مدير إدارة تحليل الأعمال
472,أخصائي طلبات التعرف
473,أخصائي أول هيكلة الأنظمة
474,مدير إدارة هيكلة الأنظمة
475,أخصائي هيكلة الأنظمة
476,أخصائي الجودة التقنية للأنظمة
477,مدير إدارة الجودة التقنية للأنظمة
478,خبير الجودة التقنية للأنظمة
479,مسؤول دعم فني
480,أخصائي أول دعم فني
481,أخصائي دعم فني
482,مدير إدارة الدعم الفني للأنظمة
483,مدير الإدارة العامة للتخطيط ومتابعة المهام
484,أخصائي أول جودة الأعمال
485,مدير إدارة جودة الأعمال
486,خبير جودة الأعمال
487,مسؤول جودة الأعمال
488,أخصائي أول استمرارية أعمال الحوسبة السحابية
489,مسؤول استمرارية أعمال الحوسبة السحابية
490,أخصائي استمرارية أعمال الحوسبة السحابية
491,مدير إدارة السعات و استمرارية أعمال الحوسبة السحابية
492,أخصائي تميز خدمات الحوسبة
493,مدير إدارة تميز خدمات الحوسبة السحابية
494,مسؤول تميز خدمات الحوسبة السحابية
495,مسؤول تميز خدمات الحوسبة
496,أخصائي أول تميز خدمات الحوسبة
497,أخصائي أول هندسة الحوسبة السحابية
498,أخصائي هندسة الحوسبة السحابية
499,مدير هندسة الحوسبة السحابية
500,أخصائي تصميم هيكلة السحابة أول
501,مدير إدارة منتجات الحوسبة السحابية
502,مسؤول تنفيذ مشاريع الحوسبة السحابية
503,مدير إدارة تنفيذ مشاريع الحوسبة السحابية
504,أخصائي تنفيذ مشاريع الحوسبة السحابية
505,أخصائي أول تنفيذ مشاريع الحوسبة السحابية
506,أخصائي أول إطلاق خدمات الحوسبة السحابية
507,أخصائي إطلاق خدمات الحوسبة السحابية
508,مدير إدارة إطلاق خدمات الحوسبة السحابية
509,خبير تشغيل شبكات الحوسبة السحابية
510,مدير إدارة تشغيل شبكات الحوسبة السحابية
511,أخصائي أول تشغيل شبكات الحوسبة السحابية
512,أخصائي تشغيل شبكات الحوسبة السحابية
513,مسؤول تشغيل حزم الحوسبة السحابية
514,أخصائي أول تشغيل حزم الحوسبة السحابية
515,مدير إدارة تشغيل حزم الحوسبة السحابية
516,أخصائي تشغيل حزم الحوسبة السحابية
517,أخصائي أول تشغيل البنية التحتية للحوسبة السحابية
518,مدير إدارة تشغيل البنية التحتية للحوسبة السحابية
519,أخصائي أول هندسة أمن الحوسبة السحابية
520,مسؤول هندسة أمن الحوسبة السحابة
521,مدير إدارة هندسة أمن الحوسبة السحابية
522,Cloud Computing Applications Security Department Manager
523,مسؤول الهيكلة الأمنية لتطبيقات الحوسبة السحابية
524,أخصائي تصميم الهيكلة الأمنية لتطبيقات الحوسبة السحابية
525,مسؤول تصميم الهيكلة الأمنية لتطبيقات الحوسبة السحابية
526,أخصائي أول أمن البنية التحتية للحوسبة السحابية
527,أخصائي أمن البنية التحتية للحوسبة السحابية
528,مسؤول أمن البنية التحتية للحوسبة السحابية
529,خبير أمن البنية التحتية للحوسبة السحابية
530,مدير إدارة أمن البنية التحتية للحوسبة السحابية
531,مدير إدارة الهوية والصلاحية للحوسبة السحابية
532,مسؤول الهوية والصلاحية للحوسبة السحابية
533,أخصائي الهوية والصلاحية للحوسبة السحابية
534,أخصائي أول الهوية والصلاحية للحوسبة السحابية
535,مسؤول الدعم والمراقبة للحوسبة السحابية
536,أخصائي الدعم والمراقبة للحوسبة السحابية
537,مدير إدارة الدعم والمراقبة للحوسبة السحابية
538,أخصائي أول مشاركة العملاء الحوسبة السحابية
539,مدير إدارة مشاركة العملاء للحوسبة السحابية
540,أخصائي مشاركة العملاء الحوسبة السحابية
541,مسؤول مشاركة العملاء الحوسبة السحابية
542,أخصائي أول الأنظمة المدارة الحوسبة السحابية
543,أخصائي الأنظمة المدارة الحوسبة السحابية
544,أخصائي أول الخدمات الاحترافية للحوسبة السحابية
545,أخصائي الخدمات الاحترافية للحوسبة السحابية
546,مسؤول الخدمات الإحترافية الحوسبة السحابية
547,مدير إدارة الخدمات الإحترافية للحوسبة السحابية
548,مدير إدارة تخطيط أعمال الحوسبة السحابية
549,مسؤول تخطيط أعمال الحوسبة السحابية
550,أخصائي تخطيط أعمال الحوسبة السحابية
551,أخصائي أول تخطيط أعمال الحوسبة السحابية
552,مستشار لمساعد مديرالمركزلشؤون وزارة الداخلية والمشرف على إدارة الخدمات الاقليمية
553,مسؤول إدارة الفروع
554,مدير مكتب إدارة الفروع
555,أخصائي خدمة عملاء
556,مدير مكتب خدمة عملاء وزارة الداخلية
557,مسؤول مساندة عملاء
558,أخصائي مساندة عملاء
559,أخصائي أول مساندة عملاء
560,مدير إدارة مساندة عملاء وزارة الداخلية
561,أخصائي حلول برمجيات
562,أخصائي تشغيل
563,محلل أول برمجيات
564,أخصائي أول تشغيل
565,محلل برمجيات
566,مدير إدارة برنامج نظم السفر والمنافذ
567,مطور برمجيات
568,أخصائي دعم فني مساعد
569,مدير إدارة برنامج المبادرات الأمنية
570,مطور برمجيات خبير أول
571,مدير إدارة برنامج نظم شموس
572,مدير إدارة التسويق وتطوير الأعمال
573,مدير إدارة المحتوى الرقمي
574,مدير إدارة الأمن السيبراني للخدمات الإلكترونية أبشر
575,مدير إدارة الحلول الرقمية
576,خبير تشغيل خدمات الكترونية
577,مدير إدارة تشغيل ودعم البنية التحتية
578,مسؤول تشغيل خدمات الكترونية
579,مدير إدارة التنسيق والمتابعة
580,فني نظم مساعد
581,مصمم برمجيات مساعد
582,مصمم برمجيات
583,مصمم أول برمجيات
584,مدير إدارة تصميم البرمجيات
585,محلل برمجيات مساعد
586,محلل برمجيات خبير
587,مدير إدارة تحليل البرمجيات
588,أخصائي إدارة البرمجيات
589,أخصائي توثيق برمجيات
590,أخصائي أول توثيق برمجيات
591,مدير إدارة توثيق البرمجيات
592,مدير إدارة تطوير الخدمات الوسيطة
593,مطور أول برمجيات
594,مدير إدارة تطوير التكامل
595,مطور برمجيات خبير
596,مدير إدارة تطوير البوابات
597,مدير إدارة البرمجيات المشتركة
598,مدير إدارة برمجيات الوثائق والمركبات
599,مدير إدارة برمجيات المنافذ والوافدين
600,مدير إدارة البرمجيات الأمنية
601,مدير إدارة البرمجيات المؤسسية
602,خبير تشغيل البرمجيات
603,أخصائي تشغيل مساعد
604,مدير إدارة تشغيل البرمجيات
605,مدير إدارة دعم تشغيل البرمجيات
606,أخصائي تشغيل برمجيات
607,أخصائي أول اختبار البرمجيات
608,اخصائي اختبار البرمجيات مساعد
609,مدير إدارة اختبار البرمجيات
610,أخصائي خدمات البرمجيات
611,مدير إدارة خدمات البرمجيات
612,اخصائي اول ادارة البرمجيات
613,مدير إدارة مكتب إدارة البرمجيات
614,خبير إدارة البرمجيات
615,اخصائي جودة البرمجيات مساعد
616,أخصائي جودة البرمجيات
617,اخصائي أول جودة البرمجيات
618,مدير الإدارة العامة لاستمرارية الاعمال
619,أخصائي أول المخاطر التشغيليه التقنية
620,مسؤول المخاطر التشغيليه التقنية
621, مدير إدارة المخاطر التشغيلية التقنية
622,مسؤول المخاطر التقنية
623,اخصائي استمرارية الاعمال التقنية
624,اخصائي أول استمرارية الاعمال التقنية
625,مسؤول استمرارية الأعمال والمخاطر التقنية
626,أخصائي استمرارية الأعمال والمخاطر التقنية
627,أخصائي الدعم الفني
628,مدير إدارة الدعم الفني للخدمات التقنية
629,اخصائي الجودة الشاملة
630,أخصائي أول الدعم الفني
631,أخصائي أول الجودة الشاملة
632,أخصائي أنظمة الوثائق التعريفية
633,مدير إدارة الوثائق والأنظمة
634,أخصائي الأنظمة
635,مدير إدارة عمليات الطباعة المركزية
636,أخصائي أول الأنظمة
637,مسؤول الأنظمة
638,مدير قسم الدعم الفني
639,مدير قسم الإنتاج
640,مدير قسم فحص الجودة
641,أخصائي الفحص والجودة
